English Question,Tamil Question,Tamil Answer
,பெயர்ச்சம் என்றால் என்ன?," பெயரெச்சம் என்பது பெயர்ச்சொல்லை ஏற்று முடிவு பெறும் எச்சவினைச்சொல் ஆகும். அப்பெயரெச்சம் இருவகைப்படும். அவை

தெரிநிலைப் பெயரெச்சம்
குறிப்புப் பெயரெச்சம்
பெயரெச்சச் சொற்கள் அகரவோசையையோ உம் என்னும் ஓசையையோ கொண்டு முடியும்."
,தெரிநிலைப் பெயரெச்சம் என்றால் என்ன?," 
காலத்தையும் செயலையும் உணர்த்திநின்று, அறுவகைப் பொருட்பெயருள் ஒன்றினைக் கொண்டு முடியும் எச்சவினைச்சொல் தெரிநிலைப் பெயரெச்சம் ஆகும்
எ.கா:
படித்த மாணவன்
படிக்கின்ற மாணவன்
படிக்கும் மாணவன்
இத்தொடர்களில் படித்த, படிக்கின்ற, படிக்கும் என்னும் சொற்கள் பொருள் முடிவு பெறவில்லை. அவை முறையே முக்காலத்தையும், படித்தல் என்னும் செயலையும் உணர்த்திநின்று மாணவன் என்னும் பெயர்ச்சொல்லைக் கொண்டு முடிந்துள்ளன. இவ்வாறு, காலத்தையும் செயலையும் உணர்த்திநின்று, செய்பவன், கருவி, நிலம், செயல், காலம், செய்பொருள் ஆகிய ஆறு பொருட்பெயருள் ஒன்றினைக் கொண்டு முடியும் எச்சம் பெயரெச்சம் எனப்படும்."
,குறிப்புப் பெயரெச்சம் என்றால் என்ன?," 
காலத்தையோ செயலையோ உணர்த்தாமல் பண்பினை மட்டும் உணர்த்தி நின்று பெயர்ச்சொல்லைக் கொண்டு முடியும் எச்சச் சொல் குறிப்புப் பெயரெச்சம் ஆகும்.
எ.கா:
நல்ல மாணவன்
அழகிய மலர்
நல்ல, அழகிய என்னும் சொற்கள் காலத்தையோ செயலையோ உணர்த்தாமல் பண்பினை மட்டும் உணர்த்தி நின்று, பெயர்ச் சொல்லைக் கொண்டு முடிந்துள்ளன. காலத்தை வெளிப்படையாக உணர்த்தாது, குறிப்பினால் மட்டும் உணர்த்துவதால் இது குறிப்பு பெயரெச்சம் ஆகும்."
,ஒரு உரையாடலில் பெயர்ச்சம் பற்றி விளக்க முடியுமா?," கட்டற்ற கலைக்களஞ்சியமான விக்கிப்பீடியாவில் இருந்து.
முதலில், விளக்கத்தில் “பெயரெச்சம் என்பது பெயர்ச்சொல்லை ஏற்று முடிவு பெறும் எச்சவினைச்சொல்” என கூறப்பட்டுள்ளது. அதாவது, வினைச்சொல்லே எஞ்சிநிற்கும் அது பெயர்ச்சொல்லையேற்று முடிவுபெறும் எனப்பொருட்படுகிறது.

ஆனால், குறிப்புப்பெயரெச்சத்தின்கீழ் கொடுக்கப்பட்டுள்ள எ.கா. ’நல்ல’, ’அழகிய’போன்றவை வினைச்சொல் அல்லவே, அவை பெயர்ச்சொற்களே.

ஆக, பெயரெச்சம் என்பது எச்சபெயர்ச்சொல்லை முடிவுசெய்வதாகவும் இருக்கலாம் அல்லவா"
,வினையெச்சம் என்றால் என்ன?," 
தமிழில் பத்து வகையான எச்சங்கள் உண்டு. அவற்றில் ஒன்று வினையெச்சம் (வினை+எச்சம்). வினையெச்சம் என்பது ஒரு வினைமுற்றினை ஏற்று முடிவு பெறும் எச்சவினைச்சொல் ஆகும். வினையெச்சம் இருவகைப்படும். அவை, தெரிநிலை வினையெச்சம், குறிப்பு வினையெச்சம் என்பன.

எ.கா : படித்து வந்தான். மெல்ல நடந்தான்.

வினையெச்சச் சொற்கள் பொதுவாக இ அல்லது உ ஆகிய ஓசைகளைக் கொண்டு முடியும்."
,தெரிநிலை வினையெச்சம் என்றால் என்ன?," ஒரு வினையெச்சத் தொடரில் காலத்தையும் செயலையும் உணர்த்தி நின்று, ஒரு வினைமுற்றினைக் கொண்டு முடிவுறும் எச்சவினைச்சொல் தெரிநிலை வினையெச்சம் எனப்படும்

எ.கா: படித்துத் தேறினான்"
,குறிப்பு வினையெச்சம் என்றால் என்ன?," ஒரு வினையெச்சத் தொடரில் காலத்தை வெளிப்படையாக உணர்த்தாமல், பண்பினை மட்டும் உணர்த்திநின்று, ஒரு வினைமுற்றினைக் கொண்டு முடிவுறும் எச்சவினைச்சொல் குறிப்பு வினையெச்சம் எனப்படும்

எ.கா: மெல்ல நடந்தான்"
,வினையெச்சப் புணர்ச்சி என்றால் என்ன?," பொதுவாக வல்லினம் வந்து புணரும்போது குற்றியலுகரத்தில் முடியும் வினையெச்சங்களில் மென்தொடர், இடைத்தொடர்க் குற்றியலுகரங்கள் நிலைமொழியாக நிற்க வருமொழியில் வல்லினம் வந்தாலும் ஒற்று மிகா. ஏனைய அனைத்து வகையான வினையெச்சங்களும் இடையொற்று மிக்கே முடியும். 

எடுத்துக்காட்டு

மிகாதன
நடந்து போனான் - மென்-தொடர்க் குற்றியலுகரம் முன்னர் ஒற்று மிகவில்லை.
செய்து பார்த்தான் - இடைத்தொடர்க் குற்றியலுகரம் முன்னர் ஒற்று மிகவில்லை.
மிகுவன
பார்த்துப் படித்தான் - வன்-தொடர்க் குற்றியலுகரம் முன்னர் ஒற்று மிகுந்தது.
மெல்லப் பேசு - குறிப்பு வினையெச்சம் முன்னர் ஒற்று மிகுந்தது.
செய்யச் சொன்னான் - 'அ' எழுத்தில் முடியும் வினையெச்சம் முன் ஒற்று மிகுந்தது.
செய்யாக் கிடந்தான் - 'ஆ' எழுத்தில் முடியும் வினையெச்சம் முன் ஒற்று மிகுந்தது.
ஓடிப் போனான் - 'இ' எழுத்தில் முடியும் வினையெச்சம் முன் ஒற்று மிகுந்தது. 
செய்யூஉக் கிடந்தான் - 'ஊ' எழுத்தில் முடியும் வினையெச்சம் முன் ஒற்று மிகுந்தது. 
சில குறியீடுகள்
செய்யிய என்பது வினையெஞ்சு கிளவிகளில் ஒன்று 
செய்யா என்னும் வினையெஞ்சு கிளவி 
இன்றி என்னும் வினையெஞ்சு கிளவி 
செயின் - னகர இறுதி வினையெஞ்சு கிளவி "
,வினைச்சொல் என்றால் என்ன?," வினைச்சொல் என்பது ஒரு பொருளின் வினையை (செயலை) உணர்த்துவதாகும். எ.கா கண்ணன் ஓடினான் என்ற தொடரில் ஓடினான் வினைச்சொல்லாகும். பழம் மரத்தில் இருந்து வீழ்ந்தது என்ற வசனத்தில் வீழ்ந்தது வினைச்சொல்லாகும். முடிவு பெற்ற வினைச்சொல் முற்று எனப்படும். முடிவு பெறாத வினைச்சொல் எச்சம் எனப்படும்.

முற்று இருவகைப்படும். அவை

தெரிநிலை வினைமுற்று
குறிப்பு வினைமுற்று
எச்சம் இரண்டு வகைப்படும். அவை

பெயரெச்சம்
வினையெச்சம்
ஒரு வினையானது (செயலானது) முடிவுறாமல் தொக்கி நிற்பது எச்சம். இதனை எச்சவினை என்பர். இத்தகைய எச்சவினையானது பெயரைக்கொண்டு முடிவுற்றால் அது பெயரெச்சம். வினையைக் கொண்டு முடிவுற்றால் அது வினையெச்சம் சான்று: படித்த- இதனோடு பெயரை மட்டுமே சேர்க்க இயலும் படித்து- இதனோடு வினையை மட்டுமே சேர்க்க இயலும் இப் பெயர், வினை எச்சங்கள் 1.தெரிநிலை 2. குறிப்பு என இரண்டாகப் பகுக்கப்படும்"
,வெனைச்சோல் என்ற தலைப்பில் முற்று என்றால் என்ன?," தெரிநிலை வினைமுற்று
செய்பவன், கருவி, நிலம், செயல், காலம், செய்பொருள் என்னும் ஆறையும் உணர்த்துவது தெரிநிலை வினைமுற்று ஆகும்

எ.கா: கயல்விழி மாலை தொடுத்தாள்

குறிப்பு வினைமுற்று
பொருள், இடம், காலம், சினை, குணம், தொழில் என்னும் ஆறின் அடிப்படையில் தோன்றி, செய்பவன், கருவி, நிலம், செயல், காலம், செய்பொருள் என்னும் ஆறினுள் செய்பவனாகிய கருத்தாவை மட்டும் விளக்குவது குறிப்பு வினைமுற்று ஆகும்.

எ.கா: அவன் பொன்னன்."
,வெனைச்சோல் என்ற தலைப்பில் எச்சம் என்றால் என்ன?," வினையெச்சம்
வினையெச்சம் என்பது வினை முற்றினைக் கொண்டு முடிவுறும் காலங்காட்டுகின்ற, முற்றுபெறா வினைச் சொற்கள் ஆகும். வினையெச்சம் தெரிநிலை வினையெச்சம், குறிப்பு வினையெச்சம் என இருவகைப்படும்.

எ.கா: படித்துத் தேறினான்"
,சில வகையான பொருட்பெயர் என்ன?," ஒரு பொருளுக்கு பெயராகிவருவது பொருட்பெயர் ஆகும். இது உயர்திணைப் பொருட்பெயர், அஃறிணைப் பொருட்பெயர் என இரண்டு வகைப்படும்.

உயர்திணைப் பொருட்பெயர்
ஆண்பால் பொருட்பெயர், பெண்பால் பொருட்பெயர். சான்று: முத்து, பேச்சியப்பன், மலர்விழி, தேன்மொழி, அம்மன், பாண்டிமுனி, கருப்பசாமி.

அஃறிணைப் பொருட்பெயர்
இது இரண்டாகப் பகுக்கப்படும். அவை: உயிருள்ள அக்றிணைப் பொருட்பெயர், உயிரற்ற அக்றிணைப் பொருட்பெயர்.

உயிருள்ள அஃறிணைப் பொருட்பெயர்
ஒன்று முதல் ஐந்தறிவுள்ள அனைத்தின் பெயர்களும் உயிருள்ள அஃறிணைப் பொருட்பெயரில் அடங்கும் சான்று: புல், மீன், நாய், யானை.

உயிரற்ற அஃறிணைப் பொருட்பெயர்
இதில் உயிரற்ற இயற்கைப் பொருட்களும், உயிரற்றசெயற்கைப் பொருட்களின் பெயரும் அடங்கும். சான்று: நிலா, வான், மலை, நாற்காலி, கணினி, வண்டி

மாடு - உயிருள்ள பொருட்பெயர், கல் - உயிரில்லாப் பொருட்பெயர், காற்று - உருவமில்லாப் பொருட்பெயர்"
,உயர்திணைப் பொருட்பெயர் என்றால் என்ன?," உயர்திணைப் பொருட்பெயர்
ஆண்பால் பொருட்பெயர், பெண்பால் பொருட்பெயர். சான்று: முத்து, பேச்சியப்பன், மலர்விழி, தேன்மொழி, அம்மன், பாண்டிமுனி, கருப்பசாமி."
,அஃறிணைப் பொருட்பெயர் என்றால் என்ன?," அஃறிணைப் பொருட்பெயர்:
இது இரண்டாகப் பகுக்கப்படும். அவை: உயிருள்ள அக்றிணைப் பொருட்பெயர், உயிரற்ற அக்றிணைப் பொருட்பெயர்.."
,உயிருள்ள அஃறிணைப் பொருட்பெயர் என்றால் என்ன?," உயிருள்ள அஃறிணைப் பொருட்பெயர்:
ஒன்று முதல் ஐந்தறிவுள்ள அனைத்தின் பெயர்களும் உயிருள்ள அஃறிணைப் பொருட்பெயரில் அடங்கும் சான்று: புல், மீன், நாய், யானை."
,உயிரற்ற அஃறிணைப் பொருட்பெயர் என்றால் என்ன?," உயிரற்ற அஃறிணைப் பொருட்பெயர்:
இதில் உயிரற்ற இயற்கைப் பொருட்களும், உயிரற்றசெயற்கைப் பொருட்களின் பெயரும் அடங்கும். சான்று: நிலா, வான், மலை, நாற்காலி, கணினி, வண்டி

மாடு - உயிருள்ள பொருட்பெயர், கல் - உயிரில்லாப் பொருட்பெயர், காற்று - உருவமில்லாப் பொருட்பெயர்"
,இடப்பெயர் பற்றி எனக்கு விளக்கம் கொடுங்கள்?," கட்டற்ற கலைக்களஞ்சியமான விக்கிப்பீடியாவில் இருந்து.
இடத்தை உணர்த்தும் சொற்களை இடப்பெயர் என்கிறோம். ஊர்களின் பெயர்களும் ஊரில் உள்ள நிலப்பிரிவுகளின் பெயர்களும் இடப்பெயர்கள் ஆகும். நிலம், மலை, காடு, ஆறு, கடல் முதலானவை இடப்பெயர்கள். வானம் என்னும் வெளியைத் தமிழர் இடம் என்றே கொண்டனர். இக்கால அறிவியல் வெளியைப் பொருள்களைத் தாங்கும் ஓர் ஆற்றலாகப் பார்க்கிறது.

பெயர்கள் ஆறு வகையாகப் பகுக்கப்படும்போது, அவற்றில் ஒன்றாக அமைவது இடப்பெயர்."
,காலப்பெயர் பற்றி எனக்கு விளக்கம் கொடுங்கள்?," தமிழ் மொழி பெயர்களை ஆறு வகைகளாகப் பகுத்துக்கொண்டுள்ளது. இந்த ஆறு பாகுபாடுகளில் ஒன்று காலப்பெயர். வாழ்நாள் முதலானவற்றை அளக்கக் காலப்பெயர் உதவும். ஞாயிறு தோன்றி மறையும் காலம் நாள். பூமி ஞாயிற்றை ஒருமுறை சுற்றிவரும் காலம் ஆண்டு. நிலா ஒருமுறை வளர்ந்து தேயும் காலம் மாதம். சூரிய ஒளியில் உள்ள ஏழு வண்ணங்களைக் கண்டறிந்த முன்னோர் வாரம் என்னும் ஏழுநாள் சுழலை வகுத்துக்கொண்டனர். இவற்றின் ஒவ்வொரு அலகுக்கும் தனித்தனிப் பெயரிட்டு வழங்கி வருகின்றனர்.

நாள், நாழிகை, நொடி போன்றவை
அசுவினி, பரணி போன்றவை.
மேழம், விடை (சித்திரை, வைகாசி) போன்றவை"
,சினைப் பெயர் பற்றி எனக்கு விளக்கம் கொடுங்கள்?," பொருள்களின் உறுப்புகளைக் குறிக்கும் பெயர் சினைப்பெயர் எனப்படும். சினை என்றால் உறுப்பு என்று பொருள். உயர்திணைப் பொருள்களின் உறுப்புகளையும் அஃறிணைப் பொருள்களின் உறுப்புகளையும் இது குறிக்கும்.

(எ.கா) கை, கண், கிளை, இலை

தமிழ் மொழி பெயர்களை ஆறு வகைகளாகப் பகுத்துக்கொண்டுள்ளது.[1] இவற்றில் ஒன்று சினைப்பெயர். தொல்காப்பியம், நன்னூல் முதலான இலக்கண நூல்கள் இந்த முறையைப் பின்பற்றுகின்றன.

பெயர்க்காரணம்

கன்றை வயிற்றுக்குள் கொண்டுள்ள பசுவைச் சினைமாடு என்கிறோம். அதுபோல ஒரு பொருளின் பகுதியாக மற்றோரு பொருள் இருப்பதைச் சினைப்பெயர் என்கிறோம்.
கருவைத் தன்னகத்தே கொண்டுள்ள முட்டையைச் சினை என்கிறோம்.
சினைப்பெயர் விளக்கம்

கையில் விரல், காலில் விரல், விரலில் நகம், மஞ்சளில் விரல் ஒன்றில் ஒன்று இருப்பது தெரியவரும்.
மரத்தில் கிளை, கிளையில் கொம்பு, கொம்பில் சிம்பு, சிம்பில் இலை, இலையில் காம்பு, சிம்பில் பூ, பூவில் காம்பு, பூவில் இதழ்
என்பன போல் சினைப்பெயர்களை விரித்துக்கொள்ளலாம்.

மொழி மரபு

சினைப்பெயர் என்னும் பாகுபாடு வரும்போது அதனோடு தொடர்புடைய பொருளை முதற்பொருள் என்கிறோம்.
முதற்பெயர் நான்குஞ் சினைப்பெயர் நான்குஞ் சினைமுதற்பெயரொரு நான்குமுறை யிரண்டுந் தன்மை நான்கு முன்னிலை யைந்தும் எல்லாந் தாந்தா னின்னன பொதுப்பெயர்."
,தமிழில் கடந்த காலங்களில் ஆண்பால் பாலின வினைச்சொற்களுக்கு சில எடுத்துக்காட்டுகள் யாவை?," கடந்த காலங்களில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவர் ஓடினார், அவர் நடந்தார், அவர் உட்கார்ந்தார், அவர் படித்தார், அவர் சாப்பிட்டார், கத்தினான், அவர் அழுதார், குதித்தார், பார்த்தார், அவர் பாடினார்."
,தமிழில் தற்போதைய பதட்டத்தில் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள் யாவை?," தற்போதைய பதட்டத்தில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவர் ஓடுகிறார், அவர் நடந்து கொண்டிருக்கிறார், அவர் உட்கார்ந்திருக்கிறார், அவர் படிக்கிறார், அவர் சாப்பிடுகிறார், அவர் கத்துகிறார், அழுகிறார், அவர் குதிக்கிறார், அவர் பார்க்கிறார், அவர் பார்க்கிறார் பாடுகிறது."
,தமிழில் எதிர்கால பதட்டத்தில் ஆண்பால் பாலின வினைச்சொற்களுக்கு சில எடுத்துக்காட்டுகள் யாவை?," எதிர்கால பதட்டத்தில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவர் ஓடுவார், அவர் நடப்பார், அவர் உட்கார்ந்து கொள்வார், அவர் சாப்பிடுவார், அவர் கத்துவார், அழுவார், அவர் குதிப்பார், அவர் பார்ப்பார், அவர் பார்ப்பார், அவர் பார்ப்பார் பாடும்."
,தமிழில் கடந்த காலங்களில் பெண்பால் பாலின வினைச்சொற்களுக்கு சில எடுத்துக்காட்டுகள் யாவை?," கடந்த காலங்களில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவள் ஓடினாள், அவள் நடந்தாள், அவள் உட்கார்ந்தாள், அவள் படித்தாள், அவள் சாப்பிட்டாள், அவள் கத்தினாள், அவள் அழுதாள், அவள் குதித்தாள், அவள் பார்த்தாள், பாடினாள்."
,தமிழில் தற்போதைய பதட்டத்தில் பெண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள் யாவை?," தற்போதைய பதட்டத்தில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவள் ஓடுகிறாள், அவள் நடந்து கொண்டிருக்கிறாள், அவள் உட்கார்ந்திருக்கிறாள், அவள் படிக்கிறாள், அவள் சாப்பிடுகிறாள், அவள் கத்துகிறாள், அவள் அழுகிறாள், அவள் குதிக்கிறாள், அவள் பார்க்கிறாள், அவள் பார்க்கிறாள் பாடுகிறது."
,தமிழில் எதிர்கால பதட்டத்தில் பெண்பால் பாலின வினைச்சொற்களுக்கு சில எடுத்துக்காட்டுகள் யாவை?," எதிர்கால பதட்டத்தில் பொதுவான தமிழ் ஆண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவள் ஓடுவாள், அவள் நடப்பாள், அவள் உட்கார்ந்து கொள்வாள், அவள் வாசிப்பாள், அவள் சாப்பிடுவாள், அவள் கத்துவாள், அவள் அழுவாள், அவள் குதிப்பாள், அவள் பார்ப்பாள், அவள் பார்ப்பாள், அவள் பார்ப்பாள் பாடும்."
,தமிழில் நிகழ்காலத்தில் பெண்பால் பாலின வினைச்சொற்களுக்கு சில எடுத்துக்காட்டுகள் யாவை?," நிகழ்காலத்தில் பொதுவான தமிழ் பெண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவள் ஓடுகிறாள், அவள் நடக்கிறாள், அவள் அமர்ந்திருக்கிறாள், அவள் படிக்கிறாள், அவள் சாப்பிடுகிறாள், அவள் கத்துகிறாள், அவள் அழுகிறாள், அவள் குதிக்கிறாள், அவள் பார்க்கிறாள், அவள் பாடுகிறார்."
,தமிழில் எதிர்காலத்தில் பெண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள் யாவை?," எதிர்காலத்தில் பொதுவான தமிழ் பெண்பால் பாலின வினைச்சொற்களின் சில எடுத்துக்காட்டுகள்: அவள் ஓடுவாள், அவள் நடப்பாள், அவள் உட்காருவாள், அவள் படிப்பாள், அவள் சாப்பிடுவாள், அவள் கத்துகிறாள், அவள் அழுவாள், அவள் குதிப்பாள், அவள் பார்ப்பாள், அவள் பாடுவார்கள்."
,தமிழில் உறவினர் பெயர்கள் யாவை?," தமிழில் சில உறவினர் பெயர்கள்: மாமன்,அம்மா, அப்பா, அண்ணா, அக்கா, தம்பி, தங்கை, சகோதரி, சகோதரன்,மாமி, அத்தை, சித்தி, சித்தப்பா, பெரியம்மா, பெரியப்பா, மாமனார், மாமியார், நாத்தனார், மைத்துனர், கொழுந்தனார்."
,அவர் படித்தார்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவர் படித்தார்' என்பது ஒரு ஆண்பால் வினைச்சொல்."
,அவள் உட்கார்ந்தாள்' ஒரு ஆண்பால் வினை அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவள் உட்கார்ந்தாள்' ஒரு பெண்பால் வினைச்சொல்."
,அவள் சாப்பிட்டாள்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவள் சாப்பிட்டாள்' என்பது ஒரு பெண்பால் வினைச்சொல்."
,அவர் படித்தார்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவர் படித்தார்' என்பது ஒரு ஆண்பால் வினைச்சொல்."
,அவள் கத்தினாள்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவள் கத்தினாள்' என்பது ஒரு பெண்பால் வினைச்சொல்."
,அவர் நடந்தார்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவர் நடந்தார்' என்பது ஒரு ஆண்பால் வினைச்சொல்."
,அவள் பாடினாள்' ஒரு ஆண்பால் வினைச்சொல் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவள் பாடினாள்' என்பது ஒரு பெண்பால் வினைச்சொல்."
,அவர் விளையாடியவர்' ஒரு ஆண்பால் வினை அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவர் விளையாடினார்' என்பது ஒரு ஆண்பால் வினைச்சொல்."
,அவை நடந்தது' ஒரு பலவின்பால் அல்லது பெண்பால் வினைச்சொல்?," தமிழில், 'அவை நடந்தது' என்பது பலவின்பால் வினைச்சொல்."
,அவன் கீழே விழுந்தான்' என்பது ஆண்பாலா அல்லது பெண்பால் வினைச்சொல்லா?,தமிழில் 'அவன் கீழே விழுந்தான்' என்பது ஆண்பால் வினைச்சொல்.
,மான்கள் குதித்தன ' என்பது பலவின்பால் அல்லது பெண்பால் வினைச்சொல்?,தமிழில்'மான்கள் குதித்தன ' என்பது பலவின்பால் வினைச்சொல்.
,சிங்கம் கர்ஜித்தது' என்பது ஒன்றன் பால் அல்லது பலவின் பால் வினையா?,தமிழில் 'சிங்கம் கர்ஜித்தது' என்பது ஒன்றன் பால்
,நரி ஊளையிட்டது' என்பது ஒன்றன் பால் அல்லது பலவின் பால்?,தமிழில் 'நரி ஊளையிட்டது' என்பது ஒன்றன் பால்?
,அவள் பாடினாள்' என்பது கடந்த காலமா அல்லது எதிர்கால காலமா?,தமிழில் 'அவள் பாடினாள்' என்பது கடந்த காலம்
,அவர் வருவார்' என்பது கடந்த காலமா அல்லது எதிர்கால காலமா?," தமிழில், 'அவர் வருவார்' என்பது எதிர்கால காலம்."
,அவர் கூப்பிட்டார்' கடந்த காலமா அல்லது எதிர்கால காலமா?," தமிழில், 'அவர் கூப்பிட்டார்'' என்பது கடந்த காலம்."
,உயிரெழுத்துக்களுடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், உயிரெழுத்துக்களுடன் தொடங்கும் சில சொற்கள்: அம்மா, ஆடு, இயற்கை, ஈ, உண்மை, ஊதா, எண், ஏறு, ஐந்து, ஒன்பது."
,க' உயிர்-மெய் எழுத்துக்களில் தொடங்கும் சில சொற்கள் யாவை?," தமிழில் 'க' என்ற உயிர்மெய் எழுத்துடன் தொடங்கும் சில சொற்கள்: கண்கள், கண்ணீர், கயல், கலகம், கலம், குரங்கு."
,உயிர்-மெய் எழுத்து 'ச' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், 'ச' என்று தொடங்கும் சில உயிர்-மெய் சொற்கள்: சக்கரம், சட்டை, சத்து, சப்பரம், சந்தனம்."
,உயிர்-மெய் எழுத்து 'த' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், உயிர்-மெய்யெழுத்து 'அது' என்று தொடங்கும் சில சொற்கள்: தண்ணி, தவளை, தகரம், தட்டுபாடு, தன்மை."
,உயிர்-மெய் எழுத்து 'ப' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், உயிர்-மெய் எழுத்து 'ப' உடன் தொடங்கும் சில சொற்கள்: பட்டம், பதம், பள்ளி, பல், பரவை."
,உயிர்-மெய் எழுத்து 'ர' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், உயிர்-மெய் எழுத்து 'ர' கொண்ட சொற்கள்: பம்பரம், மாரன், குரங்கு, சிரம், சரம்."
,உயிரெழுத்து-மெய் எழுத்து 'ற' ஒரு வார்த்தையின் முன் வருமா?," தமிழில்,'ற' என்ற எழுத்து ஒரு சொல்லின் முன் வரவே முடியாது."
,ட' என்ற உயிர்-மெய் எழுத்து கொண்ட சில சொற்கள் யாவை?," தமிழில்,'ற' என்ற எழுத்து ஒரு சொல்லின் முன் வரவே முடியாது."
,ங்' என்ற மெய்யெழுத்துக்களைக் கொண்ட சில சொற்கள் யாவை?," தமிழில், 'ங்' என்ற மெய்யெழுத்துக்களைக் கொண்ட சில சொற்கள்: சிங்கம், தங்கம், சுங்கம், மங்கலம், களங்கம்."
,ஞ்' மெய்யெழுத்துக்களைக் கொண்ட சில சொற்கள் யாவை?," 'ஞ்' மெய்யெழுத்துக்களைக் கொண்ட சில சொற்கள்: மஞ்சள், கொஞ்சம், நெஞ்சம், பஞ்சம்."
,உயிர்-மெய்யெழுத்து 'ண' கொண்ட சில சொற்கள் யாவை?," தமிழில், 'ண' உயிர்-மெய்யெழுத்துக்களைக் கொண்ட சில சொற்கள்: அண்ணன், கண்ணன், பணம், குணம், வண்ணம்."
,உயிர்-மெய்யெழுத்து 'ன' கொண்ட சில சொற்கள் யாவை?," தமிழில், 'ன' என்ற உயிர்-மெய் எழுத்து கொண்ட சில சொற்கள்: மன்னன், கன்னங்கள், சினம், சின்னம்."
,உயிர்-மெய் எழுத்து 'ம' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், 'ம' என்ற உயிர்மெய் எழுத்துடன் தொடங்கும் சில சொற்கள்: மருந்து, மனம், மனை, மத்தளம்."
,உயிர்-மெய் எழுத்து 'ந' உடன் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், உயிர்-மெய்யெழுத்து 'ந' உடன் தொடங்கும் சில சொற்கள்: நலம், நன்றி, நற்பணி."
,உயிர்-மெய்யெழுத்து 'ய' கொண்ட சில சொற்கள் யாவை?," தமிழில் ய என்ற உயிர்மெய் எழுத்து கொண்ட சில சொற்கள்: கயல், அயல் நாடு, பயம், பந்தயம்."
,உயிர்-மெய்யெழுத்து 'ல' கொண்ட சில சொற்கள் யாவை?," தமிழில் ல என்ற உயிர்மெய் எழுத்து கொண்ட சில சொற்கள்: வலம், சில, பல, கலம், கலகம்."
,உயிர்-மெய்யெழுத்து 'வ' கொண்ட சில சொற்கள் யாவை?," தமிழில் வ என்ற உயிர்மெய் எழுத்து கொண்ட சில சொற்கள்: வரம், வலிமை, வடை, வண்டி, வரப்பு."
,உயிர்-மெய்யெழுத்து 'ழ' கொண்ட சில சொற்கள் யாவை?," உயிர்-மெய் எழுத்து 'யா' உடன் தொடங்கும் சில சொற்கள்: கயல், அயல் நாடு, பயம், பந்தயம்."
,உயிர்-மெய்யெழுத்து 'ள' கொண்ட சில சொற்கள் யாவை?," தமிழில் ள   என்ற உயிர்மெய் எழுத்து கொண்ட சில சொற்கள்: பள்ளம், உள்ளம், கள்ளம்."
,குறில் எழுத்துகள் உள்ள சில சொற்கள் யாவை?," குறில் எழுத்துகள் உள்ள சில சொற்கள்: அகில், சந்தனம், பந்தயம், மரம்."
,நெடில் எழுத்துகள் உள்ள சில சொற்கள் யாவை?," நெடில் எழுத்துகள் கொண்ட சில சொற்கள்: பாடம், மாதம், தூதர், வாரம், மாதம்."
,அ' உயிரெழுத்தில் தொடங்கும் சில சொற்கள் யாவை?," தமிழில், 'அ' என்ற உயிர் எழுத்துடன் தொடங்கும் சில சொற்கள்: அம்மா, அண்ணன், அப்பா, அணில், அரங்கம்."
